

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0049.2.xpt
Protocol File Path:	C:\Users\Public\Documents\Experiments\Doran\96well-48hr-orbital.prt



Plate Number	Plate 1
Date	10/3/2023
Time	11:39:48 AM
Reader Type:	Epoch 2
Reader Serial Number:	2003031F
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
45:44:16	37.1	0.18210	0.92140	0.96160	0.74210	1.02330	1.11540	1.05010	0.80530	0.81150	1.15050	1.06890	0.18220	0.86330	0.88670	1.22620	0.65750	1.16430	1.20330	0.96530	0.80450	1.12990	0.92910	0.96320	1.03470	0.99770	1.14280	1.11070	0.73700	1.20860	1.29730	1.21820	0.68990	1.16580	0.83800	1.11350	0.85520	1.18640	0.95800	1.21130	0.81050	1.16530	1.06910	1.17330	0.80460	1.16750	0.99070	0.97200	0.86200	0.82080	1.19930	1.23260	0.79670	1.10200	1.26090	1.15260	0.80030	1.22850	0.98220	1.33690	0.86400	1.05380	1.02280	1.08350	1.07720	1.24090	1.18860	1.01400	0.77600	1.18180	0.93380	0.92920	1.02720	1.00500	1.07060	1.10250	0.72480	1.04090	1.04540	1.15980	0.55180	1.20400	0.69550	1.04870	1.11760	0.62820	0.73220	0.87650	0.53960	1.11600	1.04670	1.03560	0.56290	0.45410	0.78830	0.77810	0.99650
45:59:16	37.1	0.17930	0.93120	0.96120	0.68890	1.07370	1.12240	1.07410	0.80190	0.79620	1.15350	1.06660	0.16200	0.93620	0.87860	1.22340	0.69150	1.16270	1.19310	0.95280	0.82490	1.13170	0.92800	0.96060	0.99130	0.98870	1.14300	1.10890	0.73370	1.21100	1.29560	1.21880	0.69200	1.16580	0.83740	1.11110	0.86850	1.18360	0.95160	1.20760	0.80510	1.16120	1.06190	1.16890	0.80530	1.16440	0.99090	0.96570	0.85650	0.82160	1.19530	1.23050	0.79490	1.10740	1.26190	1.15340	0.77230	1.23290	0.98520	1.33480	0.86560	1.04030	1.02050	1.07930	1.07840	1.23990	1.18820	1.02320	0.73370	1.18150	0.93070	0.93140	1.02580	1.00390	1.06900	1.09860	0.77520	1.04230	1.03430	1.15700	0.49410	1.20160	0.68760	1.04530	1.11480	0.46390	0.80510	0.86620	0.54440	1.11410	1.05430	1.02840	0.57050	0.46720	0.79060	0.77500	0.99480
46:14:16	37.1	0.17730	0.86600	0.95640	0.70800	1.09380	1.13460	1.04890	0.80660	0.83600	1.15110	1.06220	0.15390	0.91200	0.87340	1.22050	0.69860	1.14610	1.17020	0.94420	0.81310	1.12950	0.92690	0.96160	0.97870	0.98300	1.13890	1.10540	0.71770	1.21060	1.28840	1.21580	0.64560	1.16230	0.84320	1.10770	0.86850	1.18010	0.94750	1.20750	0.81080	1.16220	1.05890	1.16660	0.83060	1.16570	0.98380	0.96690	0.85260	0.82360	1.19080	1.22450	0.79490	1.10450	1.25710	1.15540	0.78500	1.23180	0.97820	1.33540	0.86210	1.04020	1.01740	1.07470	1.07640	1.23500	1.18670	1.01320	0.77560	1.18420	0.92690	0.92720	1.01940	1.00480	1.06590	1.09410	0.72520	1.03820	1.01090	1.15150	0.55070	1.19980	0.69480	1.04140	1.12520	0.46900	0.70180	0.84780	0.53210	1.13340	1.05910	1.02990	0.55410	0.50840	0.83280	0.77370	0.99520
46:29:16	37.1	0.17560	0.85220	0.95660	0.72720	1.14460	1.11140	1.04200	0.80040	0.77890	1.14410	1.05320	0.14860	0.85200	0.86950	1.21420	0.67380	1.12600	1.15840	0.94860	0.81950	1.13370	0.92370	0.95380	0.98790	0.97730	1.13910	1.10720	0.71160	1.21750	1.26830	1.22150	0.59710	1.16800	0.84060	1.10410	0.84480	1.17780	0.94450	1.20690	0.81430	1.15590	1.04760	1.15970	0.82410	1.16170	0.99390	0.95830	0.84890	0.82200	1.18760	1.22000	0.79400	1.10770	1.26040	1.15020	0.80380	1.23620	0.97500	1.33170	0.86080	1.04890	1.01940	1.07910	1.08140	1.23670	1.18390	1.02300	0.79870	1.18460	0.92170	0.93020	1.01790	1.00510	1.06150	1.09020	0.67470	1.03450	0.99370	1.14500	0.48500	1.19880	0.68590	1.03570	1.11730	0.51010	0.67250	0.86650	0.53320	1.14610	1.02560	1.01940	0.57080	0.52220	0.79400	0.74840	0.99110
46:44:16	37.1	0.17310	0.88930	0.95140	0.74740	1.15110	1.08520	1.06760	0.80630	0.84130	1.13940	1.02490	0.15230	0.72300	0.86410	1.20480	0.65520	1.10910	1.15890	0.96250	0.81910	1.13270	0.92110	0.95260	0.97930	0.97040	1.13540	1.10790	0.71940	1.21910	1.26110	1.22070	0.62840	1.16800	0.84110	1.09980	0.88360	1.17680	0.94260	1.20250	0.82000	1.15280	1.05070	1.15120	0.81250	1.16260	0.99020	0.95920	0.85450	0.82260	1.18170	1.21850	0.79620	1.11180	1.25940	1.15200	0.78200	1.23460	0.97360	1.32780	0.86140	1.05220	1.01970	1.07850	1.08070	1.23700	1.18290	1.02860	0.75330	1.18730	0.91780	0.92780	1.03010	1.00380	1.05810	1.08710	0.76630	1.02970	0.98990	1.13890	0.53450	1.19630	0.69440	1.02850	1.11130	0.52450	0.67310	0.84720	0.54430	1.12840	1.05910	1.00060	0.56300	0.45080	0.80130	0.74800	0.98450
46:59:16	37.1	0.17230	0.88600	0.95080	0.70130	1.09600	1.10110	1.03830	0.78490	0.79560	1.13550	1.03210	0.15130	0.70050	0.85880	1.20490	0.69670	1.09420	1.16770	0.96540	0.80780	1.13360	0.92040	0.95000	0.99500	0.96320	1.13080	1.10820	0.72510	1.21920	1.25130	1.22440	0.69400	1.16750	0.84530	1.09600	0.88450	1.17330	0.93840	1.19890	0.82250	1.14670	1.04380	1.15120	0.80870	1.15770	0.99400	0.94950	0.84140	0.82170	1.17660	1.21410	0.79610	1.10970	1.25850	1.15150	0.77450	1.23210	0.97170	1.32680	0.85730	1.05200	1.01430	1.07590	1.08350	1.23390	1.18070	1.04140	0.75510	1.18640	0.91510	0.92950	1.02300	1.00410	1.05500	1.08280	0.78620	1.02960	0.97540	1.14630	0.54190	1.19420	0.68190	1.01990	1.11030	0.44100	0.65320	0.87920	0.54180	1.13230	1.05750	1.02120	0.57620	0.50770	0.81250	0.74320	0.98440
47:14:16	37.1	0.17020	0.85340	0.94880	0.74460	1.01200	1.11150	1.02900	0.79710	0.80540	1.13430	1.02440	0.15280	0.71920	0.85270	1.20180	0.68950	1.07680	1.16870	0.95640	0.82180	1.12850	0.92130	0.94840	1.02280	0.95630	1.13030	1.10530	0.73240	1.22110	1.24220	1.22500	0.68470	1.16600	0.84680	1.09140	0.89160	1.17020	0.93800	1.19200	0.82040	1.14460	1.04260	1.14970	0.83470	1.15790	0.98670	0.95740	0.84080	0.82210	1.17240	1.21080	0.79440	1.10870	1.25620	1.14960	0.79430	1.23240	0.97040	1.32500	0.85650	1.04610	1.01030	1.03780	1.08410	1.23310	1.17640	1.04010	0.79290	1.18740	0.91370	0.92960	1.01970	1.00170	1.05010	1.07480	0.73580	1.02420	0.96010	1.12930	0.50520	1.19170	0.68110	1.01660	1.10960	0.43390	0.64050	0.86950	0.49310	1.16560	1.04810	0.98100	0.55590	0.48910	0.79630	0.73750	0.97800
47:29:16	37.1	0.16910	0.89450	0.94400	0.75890	1.04700	1.12290	1.04910	0.81040	0.82400	1.12900	1.04090	0.15340	0.70620	0.84750	1.19080	0.66560	1.07270	1.17890	0.94380	0.80160	1.13060	0.91620	0.95330	1.01420	0.95310	1.12570	1.10440	0.73800	1.22120	1.23910	1.22440	0.63550	1.16510	0.84840	1.09050	0.87650	1.16760	0.93080	1.18330	0.81500	1.14250	1.03970	1.14480	0.82400	1.15510	0.98030	0.95480	0.84550	0.82030	1.16600	1.20660	0.79510	1.10820	1.25370	1.15470	0.79510	1.23730	0.96780	1.32500	0.85660	1.05260	1.01010	1.02910	1.08830	1.23230	1.17530	1.03410	0.78970	1.18770	0.90700	0.92440	1.01960	1.00300	1.04660	1.06850	0.68860	1.01830	0.94780	1.13580	0.54920	1.18750	0.68170	1.01120	1.09900	0.42590	0.64110	0.87340	0.51230	1.16820	1.07590	1.01340	0.55150	0.50230	0.82700	0.76530	0.96920
47:44:16	37.1	0.16800	0.89090	0.94340	0.75640	1.08790	1.08890	1.02360	0.79430	0.78480	1.12900	1.02210	0.15280	0.72120	0.84130	1.18490	0.66660	1.09090	1.18820	0.94320	0.82280	1.13020	0.91580	0.94020	1.01650	0.94690	1.12400	1.10120	0.73690	1.22240	1.23020	1.22540	0.59460	1.16490	0.84920	1.08500	0.94520	1.16480	0.91970	1.17490	0.81010	1.13940	1.02550	1.14330	0.80360	1.15270	0.97860	0.94920	0.84290	0.82130	1.16070	1.20000	0.79380	1.10560	1.24930	1.14640	0.78470	1.23330	0.97260	1.32200	0.85650	1.05280	0.99960	1.02970	1.07950	1.22690	1.17100	1.04140	0.73300	1.18810	0.90210	0.92520	1.00860	1.00180	1.04410	1.06280	0.77450	1.01630	0.93940	1.11500	0.47760	1.18600	0.67680	1.00810	1.10950	0.44950	0.63770	0.86100	0.51350	1.16920	1.05930	1.01030	0.56410	0.49780	0.83090	0.73160	0.96880
47:59:16	37.1	0.16680	0.88160	0.93840	0.75960	1.14050	1.06800	1.03270	0.80740	0.83750	1.12710	1.00570	0.15250	0.69920	0.83540	1.18030	0.69880	1.11820	1.16320	0.93220	0.80390	1.12880	0.91280	0.94130	1.01990	0.93970	1.11990	1.09960	0.72100	1.22410	1.23230	1.22530	0.62330	1.16440	0.84670	1.08280	0.89010	1.16360	0.92380	1.16890	0.81210	1.13840	1.03090	1.14590	0.81910	1.15540	0.97350	0.95170	0.84660	0.82060	1.15380	1.19420	0.79460	1.09660	1.24770	1.14430	0.77450	1.23230	0.97450	1.31530	0.85660	1.05100	1.00380	1.03520	1.08060	1.22930	1.16760	1.04380	0.77900	1.18920	0.89970	0.92510	1.01590	1.00270	1.04060	1.05710	0.74420	1.00800	0.93110	1.10580	0.54520	1.18280	0.68790	0.99980	1.09200	0.33600	0.62450	0.84750	0.52520	1.18510	1.06280	0.99960	0.55270	0.48270	0.82490	0.76570	0.96440
48:14:16	37.1	0.16590	0.81140	0.93920	0.75730	1.15350	1.08750	1.02390	0.77990	0.77900	1.12380	0.99790	0.15210	0.74680	0.82940	1.17690	0.67460	1.13700	1.14170	0.93370	0.82470	1.12900	0.91210	0.93960	1.01400	0.93390	1.11900	1.09840	0.71680	1.22320	1.23730	1.22410	0.68190	1.16400	0.84590	1.07960	0.86830	1.16170	0.91880	1.16500	0.80900	1.13900	1.02390	1.15580	0.83790	1.15250	0.97480	0.95210	0.83770	0.81830	1.14970	1.19030	0.79440	1.08740	1.24380	1.14450	0.78890	1.23430	0.98170	1.31510	0.85670	1.05100	1.00510	1.04400	1.08150	1.22320	1.16490	1.04320	0.80420	1.19070	0.89800	0.92590	1.00320	1.00140	1.03890	1.05220	0.67700	1.00400	0.91180	1.09940	0.47570	1.18070	0.67840	1.00110	1.09010	0.50010	0.62220	0.83100	0.49310	1.19400	1.09600	0.99580	0.55550	0.43570	0.82120	0.73430	0.96220

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	-5.919	4.531	4.037	3.341	5.061	5.665	4.913	2.043	1.786	4.387	5.563	4.440	Max V [600]
	0.895	0.999	0.993	0.906	0.988	0.992	0.996	0.950	0.941	0.990	0.957	0.959	R-Squared [600]
	39:44:16	3:14:16	3:44:16	2:44:16	2:29:16	2:29:16	2:29:16	30:44:16	24:44:16	2:59:16	2:29:16	3:29:16	t at Max V [600]
	39:33:52	1:58:57	2:07:57	2:12:33	1:39:18	1:41:30	1:32:52	28:44:38	22:24:15	1:52:12	1:52:16	2:22:34	Lagtime [600]
B	5.251	4.365	5.779	0.997	5.541	5.943	6.139	1.661	3.835	4.723	3.761	5.790	Max V [600]
	0.926	0.973	0.994	0.984	0.998	0.992	0.977	0.777	0.988	0.996	0.802	0.983	R-Squared [600]
	3:14:16	3:59:16	3:44:16	5:14:16	2:44:16	3:59:16	3:29:16	2:14:16	3:59:16	3:29:16	14:29:16	3:29:16	t at Max V [600]
	2:12:32	2:59:54	2:49:10	4:34:57	1:50:48	2:36:13	2:36:12	1:55:27	2:29:34	2:46:30	11:26:33	2:29:34	Lagtime [600]
C	5.945	4.671	4.933	1.639	4.997	5.735	4.459	-2.075	4.221	-5.827	5.373	5.213	Max V [600]
	0.995	0.993	0.984	0.714	0.986	0.971	0.993	0.900	0.961	0.798	0.967	0.965	R-Squared [600]
	3:44:16	4:29:16	4:14:16	3:14:16	3:44:16	3:29:16	3:14:16	43:29:16	2:59:16	20:29:16	3:29:16	4:44:16	t at Max V [600]
	2:48:56	2:56:56	2:35:05	2:36:47	2:20:26	2:27:42	1:57:31	44:10:47	1:49:30	22:22:13	1:56:03	3:34:32	Lagtime [600]
D	4.593	5.154	6.041	0.853	5.628	5.496	5.429	1.407	5.843	4.062	4.762	4.683	Max V [600]
	0.999	0.986	0.996	0.804	0.990	0.980	0.993	0.965	0.976	0.996	0.987	0.968	R-Squared [600]
	4:14:16	3:59:16	3:44:16	3:59:16	3:59:16	3:29:16	3:59:16	2:29:16	3:59:16	4:44:16	4:14:16	3:29:16	t at Max V [600]
	2:57:54	2:47:59	2:41:56	3:19:47	2:49:55	2:37:03	3:10:33	2:02:40	3:05:13	3:01:54	2:56:44	2:21:10	Lagtime [600]
E	4.531	4.790	4.583	2.143	4.928	4.471	4.689	1.776	4.055	5.281	4.741	6.614	Max V [600]
	0.998	0.971	0.999	0.980	0.987	0.986	0.989	0.844	0.960	0.983	0.992	0.999	R-Squared [600]
	4:59:16	4:29:16	4:29:16	3:44:16	4:14:16	4:29:16	4:44:16	2:14:16	3:14:16	2:14:16	1:44:16	3:44:16	t at Max V [600]
	3:46:01	3:02:41	2:55:32	3:21:43	2:45:53	2:56:03	3:28:54	1:59:33	2:07:12	1:20:33	0:39:40	2:34:43	Lagtime [600]
F	3.663	3.957	4.246	4.031	4.818	5.185	4.324	1.132	5.076	4.326	6.098	4.799	Max V [600]
	0.994	0.997	0.987	0.971	0.983	0.958	0.987	0.704	0.988	0.973	0.989	0.943	R-Squared [600]
	4:14:16	4:29:16	3:14:16	3:14:16	3:14:16	3:29:16	3:44:16	3:29:16	3:29:16	3:44:16	3:14:16	4:44:16	t at Max V [600]
	3:00:25	3:01:06	2:41:57	2:10:26	2:16:57	2:27:44	2:51:18	2:15:12	2:51:08	2:43:06	2:20:26	3:17:56	Lagtime [600]
G	4.795	3.943	5.177	-2.749	3.522	5.071	5.191	-2.038	4.625	3.318	3.895	4.750	Max V [600]
	0.997	0.996	0.987	0.972	0.998	0.995	0.931	0.965	0.881	0.933	0.984	0.992	R-Squared [600]
	4:59:16	4:59:16	4:29:16	28:44:16	4:14:16	3:59:16	2:59:16	8:59:16	3:14:16	2:59:16	2:29:16	2:29:16	t at Max V [600]
	3:33:08	4:03:07	2:59:51	30:18:11	2:31:56	2:47:17	2:02:43	10:23:42	2:25:19	2:10:30	1:34:12	1:42:18	Lagtime [600]
H	-3.882	4.256	4.077	-3.139	5.866	4.283	3.843	-3.415	-7.896	4.789	4.027	4.353	Max V [600]
	0.848	0.975	0.999	0.917	0.996	0.993	0.983	0.984	0.843	0.997	0.994	0.987	R-Squared [600]
	45:44:16	4:14:16	4:14:16	6:14:16	3:44:16	4:14:16	3:44:16	8:29:16	9:59:16	4:14:16	3:44:16	3:44:16	t at Max V [600]
	45:52:53	2:31:22	2:18:37	6:19:41	2:47:14	2:51:27	2:45:41	8:20:57	10:41:12	2:57:36	1:59:24	1:55:21	Lagtime [600]

