"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales"	"Bacteria;Firmicutes;Clostridia;Lachnospirales"	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales"	"Bacteria;Firmicutes;Clostridia;Oscillospirales"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales"	"Bacteria;Firmicutes;Clostridia;Eubacteriales"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales"	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales"	"Bacteria;Firmicutes;Clostridia;Christensenellales"	"Bacteria;Firmicutes;Clostridia;Clostridiales"	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales"	"Bacteria;Firmicutes;Bacilli;Bacillales"	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast"	"Bacteria;Firmicutes;Bacilli;Staphylococcales"	"Bacteria;Firmicutes;Bacilli;Thermicanales"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales"	"Bacteria;Firmicutes;Bacilli;Thermoactinomycetales"	"Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales"	"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales"	"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154"	"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales"	"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales"
"16S-C-G5-L2_e0017-2-C-G5"	5225	24250	6547	10217	17006	1631	9534	1851	626	56	183	89	202	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G5-L3_e0017-3-C-G5"	16200	31975	1320	14129	17238	1850	4365	2157	1094	2424	0	91	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L0_e0017-0-C-G6"	30300	61156	1353	22855	6823	7504	10217	4852	1444	3078	9	117	197	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L1_e0017-1-C-G6"	43852	90830	745	33412	15062	9445	12929	5027	2730	2301	7	146	272	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L2_e0017-2-C-G6"	12988	27416	790	13310	13572	2706	7389	1638	762	76	259	107	133	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L3_e0017-3-C-G6"	29806	37536	1400	16421	23942	2465	5681	2932	1133	1547	229	137	106	5	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L0_e0017-0-C-G7"	27111	48952	1294	18736	11816	6398	9552	3693	1138	4920	8	136	171	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L1_e0017-1-C-G7"	53040	70219	579	29627	14246	9671	14914	3489	2747	4380	0	187	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L2_e0017-2-C-G7"	13985	23601	1448	9983	7614	2314	6253	1586	744	87	5	81	159	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L3_e0017-3-C-G7"	28101	36642	885	14927	15831	2140	5304	2997	1224	2182	0	142	166	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L0_e0017-0-C-G8"	8723	48356	8466	16243	8730	10298	12735	4398	1083	1834	6	101	196	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L1_e0017-1-C-G8"	27667	43227	317	17325	3914	7192	6070	2062	1753	2109	0	79	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L2_e0017-2-C-G8"	5912	28628	7432	8288	10392	2038	8831	5417	734	121	60	91	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L3_e0017-3-C-G8"	26011	26650	686	11298	12839	1602	3558	1706	816	1575	0	92	47	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L0_e0017-0-C-G9"	35601	67932	1622	29673	12853	13982	17223	5930	1959	5731	13	216	242	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L1_e0017-1-C-G9"	60979	88459	594	36310	11347	15938	13590	4844	2978	4496	6	168	229	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L2_e0017-2-C-G9"	10215	36845	9960	15356	18555	3193	14217	4269	1183	585	68	140	251	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L3_e0017-3-C-G9"	21108	36602	1244	14760	17119	2405	5891	2291	1391	4008	0	101	38	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H1-L0_e0017-0-C-H1"	10	13	5	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H1-L1_e0017-1-C-H1"	6862	17474	797	9610	6509	1754	2805	1598	627	679	0	125	72	0	0	0	0	0	0	0	34	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H1-L2_e0017-2-C-H1"	135	176	19	178	237	45	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"16S-C-H10-L0_e0017-0-C-H10"	23746	49683	12396	18799	23673	4661	8284	4853	1715	0	0	240	36	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L1_e0017-1-C-H10"	39487	49716	9074	16767	19259	4463	9300	7187	1771	2589	0	189	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L2_e0017-2-C-H10"	15086	28490	4226	11805	6734	8272	6336	3042	747	23	171	80	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L3_e0017-3-C-H10"	36894	40572	2389	13492	2954	11290	3945	6571	1722	0	6	66	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L0_e0017-0-C-H11"	25257	48290	16610	20778	19378	5179	9246	7160	1060	0	0	192	63	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L1_e0017-1-C-H11"	36709	43716	18269	19506	21881	5554	9172	6434	2003	285	228	134	55	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L2_e0017-2-C-H11"	18536	26558	960	9559	5380	7122	3309	3832	754	0	191	84	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L3_e0017-3-C-H11"	40602	42861	11466	14101	1422	19878	3749	4606	1469	12	124	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H12-L0_e0017-0-C-H12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H12-L1_e0017-1-C-H12"	31092	56686	12713	30049	19634	10887	9117	8908	2335	1814	272	80	36	16	0	13	0	0	0	0	0	0	8	0	0	17	0	0	0	10	0	0	0	0	0	0	0
"16S-C-H12-L2_e0017-2-C-H12"	2943	6962	812	4178	3328	1843	1995	1210	230	0	105	28	8	0	0	0	0	0	0	0	71	0	0	24	34	0	0	12	0	0	10	0	6	5	4	4	0
"16S-C-H12-L3_e0017-3-C-H12"	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L0_e0017-0-C-H2"	42722	65311	53	18570	22246	457	5546	1679	2021	0	902	219	26	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L1_e0017-1-C-H2"	38244	45124	4771	21397	18905	5751	7501	5059	1530	0	0	118	132	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L2_e0017-2-C-H2"	22188	30058	213	9058	23766	1144	5091	1888	1453	18	1087	114	38	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L3_e0017-3-C-H2"	28311	30194	83	11108	9435	3638	3282	5866	926	0	0	99	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L0_e0017-0-C-H3"	32694	55056	2688	27817	34786	6654	4473	3430	1625	5	200	267	95	18	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L1_e0017-1-C-H3"	38421	47886	5205	22969	26331	3899	7312	6832	2236	3025	8	218	116	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L2_e0017-2-C-H3"	28054	35486	226	16263	17848	3307	6666	2074	850	0	362	113	53	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L3_e0017-3-C-H3"	32303	39256	1878	16247	35476	4103	4147	10029	1879	64	235	134	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L0_e0017-0-C-H4"	26429	51689	353	22182	13430	10896	7159	9527	1254	1752	0	170	121	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L1_e0017-1-C-H4"	39195	40408	11547	21070	31784	3029	6834	4367	1135	0	0	218	63	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L2_e0017-2-C-H4"	15516	24968	364	10356	10593	2441	3625	4448	794	3177	0	111	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L3_e0017-3-C-H4"	14655	17357	1744	6508	12789	1717	1558	5056	593	0	0	89	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L0_e0017-0-C-H5"	19993	45790	12465	23144	19884	5466	5054	5139	990	0	0	304	118	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L1_e0017-1-C-H5"	74282	77815	25924	36068	63448	6586	9179	8924	3200	25	0	334	129	26	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L2_e0017-2-C-H5"	17537	19810	1759	8397	6316	2227	2835	2160	473	0	2	65	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L3_e0017-3-C-H5"	55945	99552	2592	37971	54688	13415	9085	26235	3977	0	0	357	163	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L0_e0017-0-C-H6"	24659	67956	7690	28007	31550	7403	13091	14808	1519	0	3	247	131	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L1_e0017-1-C-H6"	59448	61977	14875	27577	31735	5636	8161	6502	2545	7	0	289	92	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L2_e0017-2-C-H6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L3_e0017-3-C-H6"	39635	42113	1510	12554	19543	4153	3030	9013	1655	0	0	181	17	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L0_e0017-0-C-H7"	34722	73128	20596	31799	51982	5589	8511	11552	1645	0	0	397	116	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L1_e0017-1-C-H7"	55828	53973	9411	19353	20566	4471	7433	6523	1947	338	0	237	36	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L2_e0017-2-C-H7"	22646	25371	3385	8519	8216	1800	2063	5622	623	0	0	117	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L3_e0017-3-C-H7"	36486	42920	2866	13482	13270	5195	5809	9913	2036	0	6	150	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L0_e0017-0-C-H8"	21617	52639	1441	24060	2426	4347	9231	3986	1898	0	0	120	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L1_e0017-1-C-H8"	36261	37998	9163	15143	13045	3320	6592	4307	1589	137	0	157	43	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L2_e0017-2-C-H8"	22510	30721	2090	12015	10152	3151	2134	2562	617	0	85	163	101	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L3_e0017-3-C-H8"	33056	31196	4312	9221	13673	4975	4727	8592	1308	0	0	153	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L0_e0017-0-C-H9"	22891	65954	1665	26149	3372	4900	10739	4936	2054	0	0	150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L1_e0017-1-C-H9"	38317	39034	9159	17194	18446	4404	7185	6115	1358	73	0	196	48	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L2_e0017-2-C-H9"	6720	15573	7072	5148	8646	1177	3626	2832	387	3	169	42	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L3_e0017-3-C-H9"	31583	29710	6372	10507	14884	4243	3558	8116	1231	0	0	101	18	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A1-L1_e0017-1-D-A1"	1834	5882	83	1690	471	555	21	743	32	0	12	0	95	21	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
"16S-D-A10-L1_e0017-1-D-A10"	33818	51446	9952	20979	2614	16383	0	9020	684	0	0	77	517	34	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A11-L1_e0017-1-D-A11"	31087	43860	9599	16343	4297	13469	52	7620	618	0	0	48	280	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A12-L1_e0017-1-D-A12"	132	63	0	22	15	0	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"16S-D-A2-L1_e0017-1-D-A2"	27289	45304	8490	8884	53209	3080	906	11968	509	38	835	167	126	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A3-L1_e0017-1-D-A3"	23289	46902	8871	17904	31280	4822	25684	8873	739	0	167	110	399	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A4-L1_e0017-1-D-A4"	30803	62363	13514	18193	14917	13023	4612	11485	758	179	359	196	1108	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A5-L1_e0017-1-D-A5"	28932	60624	12265	18983	8280	15592	23160	9233	887	142	6	137	473	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A6-L1_e0017-1-D-A6"	31367	51562	10061	16455	7306	19950	681	11405	662	743	0	137	436	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A7-L1_e0017-1-D-A7"	28771	57905	12279	15824	7375	19580	0	9703	665	0	0	89	345	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A8-L1_e0017-1-D-A8"	34158	53846	10118	17815	5351	19695	0	11615	715	7	0	139	418	43	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A9-L1_e0017-1-D-A9"	45902	49171	11863	17027	2027	13498	0	8934	808	0	0	131	481	31	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B1-L1_e0017-1-D-B1"	20588	55862	14317	24517	35465	6285	13	6742	708	0	563	97	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B10-L1_e0017-1-D-B10"	15928	66883	13880	22716	1882	19793	336	7519	644	789	132	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B11-L1_e0017-1-D-B11"	26968	61462	13640	21457	4990	18515	481	16906	982	0	73	14	255	26	2	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B12-L1_e0017-1-D-B12"	8990	55710	10310	20161	7478	8732	9587	7058	383	0	141	0	220	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B2-L1_e0017-1-D-B2"	15104	50530	12025	20948	26157	6099	17363	5064	576	0	517	112	143	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B3-L1_e0017-1-D-B3"	19175	52828	9594	17986	23898	8003	19054	9368	888	5	200	0	125	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B4-L1_e0017-1-D-B4"	16184	67498	11502	26698	24663	9589	20374	5734	677	9	168	146	204	10	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B5-L1_e0017-1-D-B5"	12033	55815	9111	24659	5035	5943	25889	10446	552	209	232	0	147	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B6-L1_e0017-1-D-B6"	26283	66458	10489	19773	12622	10366	23746	14362	849	31	103	10	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B7-L1_e0017-1-D-B7"	23240	51361	11501	21740	11017	10800	6104	8859	770	5	234	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B8-L1_e0017-1-D-B8"	8528	47042	7040	19867	5883	9571	29784	8737	540	0	169	84	147	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B9-L1_e0017-1-D-B9"	24154	51897	10652	17998	4482	14855	253	13222	539	0	199	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C1-L1_e0017-1-D-C1"	22074	46388	5806	16783	67198	1786	19210	7076	1299	2548	1151	135	502	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C10-L1_e0017-1-D-C10"	31741	50263	2537	20754	12477	6362	24304	6700	1654	2296	429	221	657	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C11-L1_e0017-1-D-C11"	25538	50848	8125	19515	129	7597	30153	5498	1580	694	51	66	66	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C12-L1_e0017-1-D-C12"	36821	57516	2197	22448	132	14458	24423	5925	1240	950	604	0	759	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C2-L1_e0017-1-D-C2"	16396	44056	4922	18544	61887	2287	25760	6443	1016	1426	755	104	500	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C3-L1_e0017-1-D-C3"	18401	37784	10665	13638	43835	1619	16839	7058	1019	1658	1817	167	468	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C4-L1_e0017-1-D-C4"	9518	25148	2248	11070	49809	923	13748	3366	549	875	925	77	289	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C5-L1_e0017-1-D-C5"	16265	28192	1247	12046	49633	879	10946	3423	658	1525	839	81	170	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C6-L1_e0017-1-D-C6"	21507	27622	1528	10069	22997	1753	8656	3889	774	888	648	105	149	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C7-L1_e0017-1-D-C7"	25562	46680	5434	23772	15072	2448	28756	4967	925	1404	122	89	106	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C8-L1_e0017-1-D-C8"	32054	43178	12492	19481	1651	5531	20212	5240	1109	677	157	157	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C9-L1_e0017-1-D-C9"	26253	66275	125	28754	458	7614	41636	13997	1634	581	88	87	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D1-L1_e0017-1-D-D1"	39150	49886	170	13011	25614	4528	5985	4534	968	0	1210	204	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D10-L1_e0017-1-D-D10"	28430	39272	2614	14194	31749	3335	5760	2819	634	0	1411	156	141	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D11-L1_e0017-1-D-D11"	40653	55814	0	15067	35643	3591	6150	1620	1365	0	2568	369	40	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D12-L1_e0017-1-D-D12"	32701	48952	0	12437	25310	6260	5083	5006	1274	0	1380	186	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D2-L1_e0017-1-D-D2"	38365	44393	2834	21864	19756	5372	14319	3191	1254	0	656	197	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D3-L1_e0017-1-D-D3"	46024	50700	39	14176	45308	1542	7675	2196	1671	0	2458	477	272	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D4-L1_e0017-1-D-D4"	35016	67714	133	28985	38282	3972	11632	5034	1269	4	1602	395	306	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D5-L1_e0017-1-D-D5"	27101	43342	2063	17180	19279	3350	7805	3203	976	7	441	237	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D6-L1_e0017-1-D-D6"	32157	39958	2351	16613	32530	3408	4472	3586	980	9	952	260	249	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D7-L1_e0017-1-D-D7"	32166	38678	25	14538	40733	2900	3267	3315	1101	5	286	280	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D8-L1_e0017-1-D-D8"	38815	52569	31	12567	35933	2598	5162	1124	1413	0	2054	367	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D9-L1_e0017-1-D-D9"	41096	50474	31	14434	43205	4196	5186	3792	1287	0	2244	346	173	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E1-L1_e0017-1-D-E1"	15091	30622	9874	11477	6674	11076	4505	9889	504	0	381	88	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E10-L1_e0017-1-D-E10"	18025	50187	15162	24348	2383	19232	377	9193	588	0	393	123	231	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E11-L1_e0017-1-D-E11"	12722	44593	6594	22126	2309	13914	22438	4999	645	3	134	5	143	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E2-L1_e0017-1-D-E2"	23732	47433	9794	16569	3084	6945	715	14499	1086	0	377	143	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E3-L1_e0017-1-D-E3"	20668	35664	10554	13446	22038	7261	16206	9229	684	4	827	160	67	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E4-L1_e0017-1-D-E4"	22550	47349	12948	19768	6130	10102	24516	7640	786	0	495	232	97	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E5-L1_e0017-1-D-E5"	20363	62928	18715	26180	7746	14534	26925	10342	1110	0	869	315	114	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
